year	category	procedure	county	hospital	address	discharge_count	median_length_in_days	median_charge_per_stay
2007	Digestive Procedures	Colectomy Large Intestine (open)	Monterey	NATIVIDAD MEDICAL CENTER	1441 CONSTITUTION BOULEVARD, SALINAS, 93906	3	6.0	80035
2007	Digestive Procedures	Colectomy Large Intestine (open)	Monterey	SALINAS VALLEY MEMORIAL HOSPITAL	450 EAST ROMIE LANE, SALINAS, 93901	39	6.0	62611
2007	Digestive Procedures	Colectomy Large Intestine (open)	Napa	QUEEN OF THE VALLEY HOSPITAL - NAPA	1000 TRANCAS STREET, NAPA, 94558	28	6.0	62946
2007	Digestive Procedures	Colectomy Large Intestine (open)	Napa	ST. HELENA HOSPITAL	10 WOODLAND RD., ST. HELENA, 94574	10	4.5	95469
2007	Digestive Procedures	Colectomy Large Intestine (open)	Nevada	SIERRA NEVADA MEMORIAL HOSPITAL	155 GLASSON WAY, GRASS VALLEY, 95945	29	6.0	60489
2007	Digestive Procedures	Colectomy Large Intestine (open)	Nevada	TAHOE FOREST HOSPITAL	10121 PINE STREET POB 759, TRUCKEE, 96160	7	6.0	59895
2007	Digestive Procedures	Colectomy Large Intestine (open)	Orange	AHMC ANAHEIM REGIONAL MEDICAL CENTER	1111 WEST LA PALMA AVENUE, ANAHEIM, 92801	52	5.0	48267
2007	Digestive Procedures	Colectomy Large Intestine (open)	Orange	ANAHEIM GENERAL HOSPITAL	3350 WEST BALL ROAD, ANAHEIM, 92804	6	6.5	45902
2007	Digestive Procedures	Colectomy Large Intestine (open)	Orange	CHAPMAN MEDICAL CENTER	2601 EAST CHAPMAN AVENUE, ORANGE, 92669	4	6.5	92592
2007	Digestive Procedures	Colectomy Large Intestine (open)	Orange	CHILDREN'S HOSPITAL OF ORANGE COUNTY	455 SO. MAIN STREET, ORANGE, 92668	4	6.5	60640
2007	Digestive Procedures	Colectomy Large Intestine (open)	Orange	COASTAL COMMUNITIES HOSPITAL	2701 BRISTOL STREET, SANTA ANA, 92704	4	7.0	80428
2007	Digestive Procedures	Colectomy Large Intestine (open)	Orange	FOUNTAIN VALLEY RGNL HOSP AND MED CTR - EUCLID	17100 EUCLID STREET, FOUNTAIN VALLEY, 92708	19	5.0	66573
2007	Digestive Procedures	Colectomy Large Intestine (open)	Orange	GARDEN GROVE HOSPITAL AND MEDICAL CENTER	12601 GARDEN GROVE BLVD., GARDEN GROVE, 92643-1959	5	6.0	44171
2007	Digestive Procedures	Colectomy Large Intestine (open)	Orange	HOAG HOSPITAL IRVINE	16200 SAND CANYON AVENUE, IRVINE, 92718	53	4.0	72762
2007	Digestive Procedures	Colectomy Large Intestine (open)	Orange	HOAG MEMORIAL HOSPITAL PRESBYTERIAN	ONE HOAG DRIVE, NEWPORT BEACH, 92663	197	6.0	47904
2007	Digestive Procedures	Colectomy Large Intestine (open)	Orange	KAISER FND HOSP - ANAHEIM	441 LAKEVIEW AVENUE, ANAHEIM, 92807	76	5.0	0
2007	Digestive Procedures	Colectomy Large Intestine (open)	Orange	LA PALMA INTERCOMMUNITY HOSPITAL	7901 WALKER STREET, LA PALMA, 90623	2	5.5	54300
2007	Digestive Procedures	Colectomy Large Intestine (open)	Orange	LOS ALAMITOS MEDICAL CENTER	3751 KATELLA AVENUE, LOS ALAMITOS, 90720	11	5.0	70396
2007	Digestive Procedures	Colectomy Large Intestine (open)	Orange	MISSION HOSPITAL LAGUNA BEACH	31872 COAST HIGHWAY, LAGUNA BEACH, 92677	19	6.0	54561
2007	Digestive Procedures	Colectomy Large Intestine (open)	Orange	MISSION HOSPITAL REGIONAL MEDICAL CENTER	27700 MEDICAL CENTER ROAD, MISSION VIEJO, 92691	63	6.0	67945
2007	Digestive Procedures	Colectomy Large Intestine (open)	Orange	NEWPORT SPECIALTY HOSPITAL	14662 NEWPORT AVENUE, TUSTIN, 92680	1	9.0	127230
2007	Digestive Procedures	Colectomy Large Intestine (open)	Orange	ORANGE COAST MEMORIAL MEDICAL CENTER	9920 TALBERT AVENUE, FOUNTAIN VALLEY, 92708	71	5.0	49693
2007	Digestive Procedures	Colectomy Large Intestine (open)	Orange	PLACENTIA LINDA HOSPITAL	1301 NORTH ROSE DRIVE, PLACENTIA, 92670	12	6.0	66032
2007	Digestive Procedures	Colectomy Large Intestine (open)	Orange	SADDLEBACK MEMORIAL MEDICAL CENTER	24451 HEALTH CENTER DRIVE, LAGUNA HILLS, 92653	87	5.0	45647
2007	Digestive Procedures	Colectomy Large Intestine (open)	Orange	SADDLEBACK MEMORIAL MEDICAL CENTER - SAN CLEMENTE	654 CAMINO DE LOS MARES, SAN CLEMENTE, 92673	16	6.0	71228
2007	Digestive Procedures	Colectomy Large Intestine (open)	Orange	ST. JOSEPH HOSPITAL - ORANGE	1100 WEST STEWART DRIVE, ORANGE, 92868	168	5.0	53916
2007	Digestive Procedures	Colectomy Large Intestine (open)	Orange	ST. JUDE MEDICAL CENTER	101 EAST VALENCIA MESA DRIVE, FULLERTON, 92835	99	3.0	38789
2007	Digestive Procedures	Colectomy Large Intestine (open)	Orange	UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER	101 CITY DRIVE SOUTH, ORANGE, 92668	53	5.0	83562
2007	Digestive Procedures	Colectomy Large Intestine (open)	Orange	WEST ANAHEIM MEDICAL CENTER	3033 WEST ORANGE AVENUE, ANAHEIM, 92804	11	5.0	64705
2007	Digestive Procedures	Colectomy Large Intestine (open)	Orange	WESTERN MEDICAL CENTER - SANTA ANA	1001 NORTH TUSTIN AVENUE, SANTA ANA, 92705	10	3.0	80836
2007	Digestive Procedures	Colectomy Large Intestine (open)	Placer	KAISER FND HOSP - SACRAMENTO/ROSEVILLE-EUREKA	1600 EUREKA ROAD, ROSEVILLE, 95661	90	6.0	0
2007	Digestive Procedures	Colectomy Large Intestine (open)	Placer	SUTTER AUBURN FAITH HOSPITAL	11815 EDUCATION STREET, AUBURN, 95602	28	5.0	63910
2007	Digestive Procedures	Colectomy Large Intestine (open)	Placer	SUTTER ROSEVILLE MEDICAL CENTER	ONE MEDICAL PLAZA, ROSEVILLE, 95661	63	5.0	63520
2007	Digestive Procedures	Colectomy Large Intestine (open)	Plumas	PLUMAS DISTRICT HOSPITAL	1065 BUCKS LAKE ROAD, QUINCY, 95971	1	4.0	26543
2007	Digestive Procedures	Colectomy Large Intestine (open)	Riverside	CORONA REGIONAL MEDICAL CENTER-MAIN	800 SOUTH MAIN STREET, CORONA, 92882	17	6.0	50442
2007	Digestive Procedures	Colectomy Large Intestine (open)	Riverside	DESERT REGIONAL MEDICAL CENTER	1150 NORTH INDIAN CANYON DRIVE, PALM SPRINGS, 92262	16	6.0	89855
2007	Digestive Procedures	Colectomy Large Intestine (open)	Riverside	EISENHOWER MEDICAL CENTER	39-000 BOB HOPE DRIVE, RANCHO MIRAGE, 92270	160	4.0	42431
2007	Digestive Procedures	Colectomy Large Intestine (open)	Riverside	HEMET VALLEY MEDICAL CENTER	1117 EAST DEVONSHIRE, HEMET, 92543	42	8.0	46138
2007	Digestive Procedures	Colectomy Large Intestine (open)	Riverside	JOHN F KENNEDY MEMORIAL HOSPITAL	47-111 MONROE STREET, INDIO, 92201	5	5.0	66187
2007	Digestive Procedures	Colectomy Large Intestine (open)	Riverside	KAISER FND HOSP - RIVERSIDE	10800 MAGNOLIA AVENUE, RIVERSIDE, 92505	111	4.0	0
2007	Digestive Procedures	Colectomy Large Intestine (open)	Riverside	KAISER FND HOSPITAL - MORENO VALLEY	27300 IRIS AVENUE, MORENO VALLEY, 92555	3	6.0	37240
2007	Digestive Procedures	Colectomy Large Intestine (open)	Riverside	MENIFEE VALLEY MEDICAL CENTER	28400 MCCALL BOULEVARD, SUN CITY, 92585	8	7.0	43928
2007	Digestive Procedures	Colectomy Large Intestine (open)	Riverside	PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER	3865 JACKSON STREET, RIVERSIDE, 92503	14	5.0	37957
2007	Digestive Procedures	Colectomy Large Intestine (open)	Riverside	RIVERSIDE COMMUNITY HOSPITAL	4445 MAGNOLIA AVENUE, RIVERSIDE, 92501	43	6.0	44732
2007	Digestive Procedures	Colectomy Large Intestine (open)	Riverside	RIVERSIDE COUNTY REGIONAL MEDICAL CENTER	26520 CACTUS AVENUE, MORENO VALLEY, 92555	17	7.0	54159
2007	Digestive Procedures	Colectomy Large Intestine (open)	Riverside	SAN GORGONIO MEMORIAL HOSPITAL	600 HIGHLAND SPRINGS AVENUE, BANNING, 92220	12	9.0	62841
2007	Digestive Procedures	Colectomy Large Intestine (open)	Riverside	SOUTHWEST HEALTHCARE SYSTEM-MURRIETA	25500 MEDICAL CENTER DRIVE, MURRIETA, 92562	40	5.0	37994
2007	Digestive Procedures	Colectomy Large Intestine (open)	Sacramento	KAISER FND HOSP - SACRAMENTO/ROSEVILLE-MORSE	2025 MORSE AVENUE, SACRAMENTO, 95825	72	5.0	0
2007	Digestive Procedures	Colectomy Large Intestine (open)	Sacramento	KAISER FND HOSP - SOUTH SACRAMENTO	6600 BRUCEVILLE ROAD, SACRAMENTO, 95823	67	6.0	0
2007	Digestive Procedures	Colectomy Large Intestine (open)	Sacramento	MERCY GENERAL HOSPITAL	4001 J STREET, SACRAMENTO, 95819	47	6.0	57413
2007	Digestive Procedures	Colectomy Large Intestine (open)	Sacramento	MERCY HOSPITAL - FOLSOM	1650 CREEKSIDE DRIVE, FOLSOM, 95630	13	6.0	74574
2007	Digestive Procedures	Colectomy Large Intestine (open)	Sacramento	MERCY SAN JUAN HOSPITAL	6501 COYLE AVENUE, CARMICHAEL, 95608	59	5.0	40630
2007	Digestive Procedures	Colectomy Large Intestine (open)	Sacramento	METHODIST HOSPITAL OF SACRAMENTO	7500 HOSPITAL DRIVE, SACRAMENTO, 95823	13	4.0	40724
2007	Digestive Procedures	Colectomy Large Intestine (open)	Sacramento	SUTTER GENERAL HOSPITAL	2801 L STREET, SACRAMENTO, 95816	107	6.0	81355
2007	Digestive Procedures	Colectomy Large Intestine (open)	Sacramento	SUTTER MEMORIAL HOSPITAL	5151 F STREET, SACRAMENTO, 95819	4	5.0	96905
2007	Digestive Procedures	Colectomy Large Intestine (open)	Sacramento	UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER	2315 STOCKTON BOULEVARD, SACRAMENTO, 95817	65	6.0	134334
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Benito	HAZEL HAWKINS MEMORIAL HOSPITAL	911 SUNSET DRIVE, HOLLISTER, 95023	4	6.5	55894
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Bernardino	ARROWHEAD REGIONAL MEDICAL CENTER	400 N. PEPPER AVENUE, COLTON, 92324-1816	14	5.5	47836
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Bernardino	BARSTOW COMMUNITY HOSPITAL	555 SOUTH 7TH AVENUE, BARSTOW, 92311	4	8.0	137996
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Bernardino	COLORADO RIVER MEDICAL CENTER	1401 BAILEY AVENUE, NEEDLES, 92363	1	2.0	23509
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Bernardino	COMMUNITY HOSPITAL OF SAN BERNARDINO	1805 MEDICAL CENTER DRIVE, SAN BERNARDINO, 92411	6	6.0	75260
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Bernardino	DESERT VALLEY HOSPITAL	16850 BEAR VALLEY ROAD, VICTORVILLE, 92392	9	6.0	49252
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Bernardino	HI-DESERT MEDICAL CENTER	6601 WHITE FEATHER ROAD, JOSHUA TREE, 92252	5	5.0	26547
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Bernardino	KAISER FND HOSP - FONTANA	9961 SIERRA AVENUE, FONTANA, 92335	153	4.0	0
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Bernardino	LOMA LINDA UNIVERSITY MEDICAL CENTER	11234 ANDERSON STREET, LOMA LINDA, 92354	42	8.0	91739
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Bernardino	MONTCLAIR HOSPITAL MEDICAL CENTER	5000 SAN BERNARDINO STREET, MONTCLAIR, 91763	1	11.0	108949
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Bernardino	MOUNTAINS COMMUNITY HOSPITAL	29101 HOSPITAL ROAD, LAKE ARROWHEAD, 92352	1	5.0	15738
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Bernardino	REDLANDS COMMUNITY HOSPITAL	350 TERRACINA BOULEVARD, REDLANDS, 92373	71	7.0	34271
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Bernardino	SAN ANTONIO COMMUNITY HOSPITAL	999 SAN BERNARDINO ROAD, UPLAND, 91786	42	5.5	44496
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Bernardino	ST. BERNARDINE MEDICAL CENTER	2101 NORTH WATERMAN AVENUE, SAN BERNARDINO, 92404	45	6.0	56000
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Bernardino	ST. MARY REGIONAL MEDICAL CENTER	18300 HIGHWAY 18, APPLE VALLEY, 92307	24	8.0	61181
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Bernardino	VICTOR VALLEY COMMUNITY HOSPITAL	15248 ELEVENTH STREET, VICTORVILLE, 92392	9	5.0	32707
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Diego	ALVARADO HOSPITAL	6655 ALVARADO ROAD, SAN DIEGO, 92120-5298	12	7.5	103138
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Diego	FALLBROOK HOSPITAL DISTRICT	624 EAST ELDER STREET, FALLBROOK, 92028	19	6.0	48170
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Diego	GROSSMONT HOSPITAL	5555 GROSSMONT CENTER DRIVE, LA MESA, 91942	55	5.0	57381
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Diego	KAISER FND HOSP - SAN DIEGO	4647 ZION AVENUE, SAN DIEGO, 92120	173	4.0	0
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Diego	PALOMAR MEDICAL CENTER	555 E. VALLEY PARKWAY, ESCONDIDO, 92025	59	6.0	40608
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Diego	POMERADO HOSPITAL	15615 POMERADO ROAD, POWAY, 92064	37	5.0	36814
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Diego	RADY CHILDREN'S HOSPITAL - SAN DIEGO	3020 CHILDREN'S WAY, SAN DIEGO, 92123	1	8.0	59832
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Diego	SCRIPPS GREEN HOSPITAL	10666 NORTH TORREY PINES ROAD, LA JOLLA, 92037	79	4.0	48349
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Diego	SCRIPPS MEMORIAL HOSPITAL - ENCINITAS	354 SANTA FE DRIVE, ENCINITAS, 92024	26	5.0	69890
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Diego	SCRIPPS MEMORIAL HOSPITAL - LA JOLLA	9888 GENESEE AVENUE, LA JOLLA, 92037	113	5.0	53787
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Diego	SCRIPPS MERCY HOSPITAL	4077 FIFTH AVENUE, SAN DIEGO, 92103-2180	60	5.5	44586
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Diego	SCRIPPS MERCY HOSPITAL - CHULA VISTA	435 H STREET, CHULA VISTA, 91910	8	3.5	44902
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Diego	SHARP CHULA VISTA MEDICAL CENTER	751 MEDICAL CENTER COURT, CHULA VISTA, 91911	28	5.0	66182
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Diego	SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER	250 PROSPECT PLACE, CORONADO, 92118	11	5.0	80081
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Diego	SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS	3003 HEALTH CENTER DRIVE, SAN DIEGO, 92123	2	3.5	65746
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Diego	SHARP MEMORIAL HOSPITAL	7901 FROST STREET, SAN DIEGO, 92123	123	5.0	57910
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Diego	TRI-CITY MEDICAL CENTER	4002 VISTA WAY, OCEANSIDE, 92056	57	5.0	44563
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Diego	UNIVERSITY OF CALIF-SAN DIEGO MEDICAL CENTER	200 WEST ARBOR DRIVE, SAN DIEGO, 92103	53	6.0	46710
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Francisco	CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS	2333 BUCHANAN STREET, SAN FRANCISCO, 94115	120	5.0	67472
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Francisco	CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE'S CAMPUS	3555 CESAR CHAVEZ STREET, SAN FRANCISCO, 94110	7	4.0	56924
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Francisco	CHINESE HOSPITAL	845 JACKSON STREET, SAN FRANCISCO, 94133	17	7.0	40139
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Francisco	KAISER FND HOSP - SAN FRANCISCO	2425 GEARY BOULEVARD, SAN FRANCISCO, 94115	68	5.0	0
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Francisco	SAN FRANCISCO GENERAL HOSPITAL	1001 POTRERO AVENUE, SAN FRANCISCO, 94110	14	6.5	85234
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Francisco	ST. FRANCIS MEMORIAL HOSPITAL	900 HYDE STREET, SAN FRANCISCO, 94109	13	7.0	87751
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Francisco	ST. MARY'S MEDICAL CENTER, SAN FRANCISCO	450 STANYAN STREET, SAN FRANCISCO, 94117	24	6.0	99341
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Francisco	UCSF MEDICAL CENTER	505 PARNASSUS AVENUE, SAN FRANCISCO, 94122	89	6.0	65969
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Joaquin	DAMERON HOSPITAL	525 WEST ACACIA, STOCKTON, 95203	21	6.0	55791
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Joaquin	DOCTORS HOSPITAL OF MANTECA	1205 EAST NORTH STREET, MANTECA, 95336	8	3.0	91474
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Joaquin	KAISER FND HOSP-MANTECA	1777 WEST YOSEMITE AVENUE, MANTECA, 95336	35	5.0	0
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Joaquin	LODI MEMORIAL HOSPITAL	975 SOUTH FAIRMONT AVENUE, LODI, 95240-5179	30	7.5	106950
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Joaquin	SAN JOAQUIN GENERAL HOSPITAL	500 WEST HOSPITAL ROAD, FRENCH CAMP, 95231	6	6.0	25020
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Joaquin	ST. JOSEPH'S MEDICAL CENTER OF STOCKTON	1800 NORTH CALIFORNIA STREET, STOCKTON, 95204	78	5.0	62876
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Joaquin	SUTTER TRACY COMMUNITY HOSPITAL	1420 NORTH TRACY BOULEVARD, TRACY, 95376	10	9.5	83598
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Luis Obispo	ARROYO GRANDE COMMUNITY HOSPITAL	345 SOUTH HALCYON ROAD, ARROYO GRANDE, 93420	27	5.0	52189
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Luis Obispo	FRENCH HOSPITAL MEDICAL CENTER	1911 JOHNSON AVENUE, SAN LUIS OBISPO, 93401	21	6.0	68610
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Luis Obispo	SIERRA VISTA REGIONAL MEDICAL CENTER	1010 MURRAY STREET, SAN LUIS OBISPO, 93405	21	5.0	89592
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Luis Obispo	TWIN CITIES COMMUNITY HOSPITAL	1100 LAS TABLAS ROAD, TEMPLETON, 93465	7	5.0	73022
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Mateo	KAISER FND HOSP - REDWOOD CITY	1150 VETERANS BOULEVARD, REDWOOD CITY, 94063	31	5.0	0
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Mateo	KAISER FND HOSP - SOUTH SAN FRANCISCO	1200 EL CAMINO REAL, SOUTH SAN FRANCISCO, 94080	41	6.0	0
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Mateo	MENLO PARK SURGICAL HOSPITAL	570 WILLOW ROAD, MENLO PARK, 94025	1	6.0	64001
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Mateo	MILLS-PENINSULA MEDICAL CENTER	1501 TROUSDALE DRIVE, BURLINGAME, 94010	77	5.0	65600
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Mateo	SAN MATEO MEDICAL CENTER	222 WEST 39TH AVENUE, SAN MATEO, 94403	10	6.0	33064
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Mateo	SEQUOIA HOSPITAL	170 ALAMEDA DE LAS PULGAS, REDWOOD CITY, 94062	34	5.5	89188
2007	Digestive Procedures	Colectomy Large Intestine (open)	San Mateo	SETON MEDICAL CENTER	1900 SULLIVAN AVENUE, DALY CITY, 94015	21	6.0	86677
2007	Digestive Procedures	Colectomy Large Intestine (open)	Santa Barbara	GOLETA VALLEY COTTAGE HOSPITAL	351 SOUTH PATTERSON AVENUE, SANTA BARBARA, 93111	2	7.5	45172
2007	Digestive Procedures	Colectomy Large Intestine (open)	Santa Barbara	LOMPOC VALLEY MEDICAL CENTER	1515 E. OCEAN AVENUE, LOMPOC, 93436	24	5.0	23010
2007	Digestive Procedures	Colectomy Large Intestine (open)	Santa Barbara	MARIAN MEDICAL CENTER	1400 EAST CHURCH STREET, SANTA MARIA, 93454	48	5.0	57475
2007	Digestive Procedures	Colectomy Large Intestine (open)	Santa Barbara	SANTA BARBARA COTTAGE HOSPITAL	320 WEST PUEBLO STREET, SANTA BARBARA, 93105	119	4.0	56363
2007	Digestive Procedures	Colectomy Large Intestine (open)	Santa Clara	EL CAMINO HOSPITAL	2500 GRANT ROAD, MOUNTAIN VIEW, 94040	73	4.0	85559
2007	Digestive Procedures	Colectomy Large Intestine (open)	Santa Clara	EL CAMINO HOSPITAL LOS GATOS	815 POLLARD ROAD, LOS GATOS, 95032	15	8.0	88024
2007	Digestive Procedures	Colectomy Large Intestine (open)	Santa Clara	GOOD SAMARITAN HOSPITAL-SAN JOSE	2425 SAMARITAN DRIVE, SAN JOSE, 95124	95	6.0	73302
2007	Digestive Procedures	Colectomy Large Intestine (open)	Santa Clara	KAISER FND HOSP - SAN JOSE	250 HOSPITAL PARKWAY, SAN JOSE, 95119	66	5.0	0
2007	Digestive Procedures	Colectomy Large Intestine (open)	Santa Clara	KAISER FND HOSP - SANTA CLARA	700 LAWRENCE EXPRESSWAY, SANTA CLARA, 95051	58	6.0	0
2007	Digestive Procedures	Colectomy Large Intestine (open)	Santa Clara	KAISER FND HOSP - SANTA CLARA	900 KIELY BOULEVARD, SANTA CLARA, 95051-5386	61	5.0	0
2007	Digestive Procedures	Colectomy Large Intestine (open)	Santa Clara	LUCILE SALTER PACKARD CHILDREN'S HOSP. AT STANFORD	725 WELCH ROAD, PALO ALTO, 94304	7	7.0	95466
2007	Digestive Procedures	Colectomy Large Intestine (open)	Santa Clara	O'CONNOR HOSPITAL - SAN JOSE	2105 FOREST AVENUE, SAN JOSE, 95128	96	6.0	87852
2007	Digestive Procedures	Colectomy Large Intestine (open)	Santa Clara	REGIONAL MEDICAL OF SAN JOSE	225 NORTH JACKSON AVENUE, SAN JOSE, 95116	8	5.0	79588
2007	Digestive Procedures	Colectomy Large Intestine (open)	Santa Clara	SANTA CLARA VALLEY MEDICAL CENTER	751 SOUTH BASCOM AVENUE, SAN JOSE, 95128-2699	53	7.0	49639
2007	Digestive Procedures	Colectomy Large Intestine (open)	Santa Clara	ST. LOUISE REGIONAL HOSPITAL	9400 NO NAME UNO, GILROY, 95020	20	5.5	79064
2007	Digestive Procedures	Colectomy Large Intestine (open)	Santa Clara	STANFORD HOSPITAL	300 PASTEUR DRIVE, PALO ALTO, 94305	137	6.0	80462
2007	Digestive Procedures	Colectomy Large Intestine (open)	Santa Cruz	DOMINICAN HOSPITAL-SANTA CRUZ/SOQUEL	1555 SOQUEL DRIVE, SANTA CRUZ, 95065	52	5.0	68588
2007	Digestive Procedures	Colectomy Large Intestine (open)	Santa Cruz	SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ	2900 CHANTICLEER AVENUE, SANTA CRUZ, 95065	21	5.0	49760
2007	Digestive Procedures	Colectomy Large Intestine (open)	Santa Cruz	WATSONVILLE COMMUNITY HOSPITAL	75 NIELSON STREET, WATSONVILLE, 95076	24	4.0	114240
2007	Digestive Procedures	Colectomy Large Intestine (open)	Shasta	MERCY MEDICAL CENTER - REDDING	2175 ROSALINE AVENUE, REDDING, 96001	52	5.0	51495
2007	Digestive Procedures	Colectomy Large Intestine (open)	Shasta	PATIENTS' HOSPITAL OF REDDING	2900 EUREKA WAY, REDDING, 96001	2	3.5	41757
2007	Digestive Procedures	Colectomy Large Intestine (open)	Shasta	SHASTA REGIONAL MEDICAL CENTER	1100 BUTTE STREET, REDDING, 96049-6072	35	4.0	82733
2007	Digestive Procedures	Colectomy Large Intestine (open)	Siskiyou	FAIRCHILD MEDICAL CENTER	444 BRUCE STREET, YREKA, 96097	17	4.0	30568
2007	Digestive Procedures	Colectomy Large Intestine (open)	Siskiyou	MERCY MEDICAL CENTER MT. SHASTA	914 PINE STREET, BOX 239, MOUNT SHASTA, 96067	8	6.0	38751
2007	Digestive Procedures	Colectomy Large Intestine (open)	Solano	KAISER FND HOSP - REHABILITATION CENTER VALLEJO	975 SERENO DRIVE, VALLEJO, 94590	112	5.0	0
2007	Digestive Procedures	Colectomy Large Intestine (open)	Solano	NORTH BAY MEDICAL CENTER	1200 B. GALE WILSON BLVD., FAIRFIELD, 94533	22	6.0	106500
2007	Digestive Procedures	Colectomy Large Intestine (open)	Solano	SUTTER SOLANO MEDICAL CENTER	300 HOSPITAL DRIVE, VALLEJO, 94590	24	5.0	63230
2007	Digestive Procedures	Colectomy Large Intestine (open)	Sonoma	HEALDSBURG DISTRICT HOSPITAL	1375 UNIVERSITY STREET, HEALDSBURG, 95448	6	4.5	22686
